Language,numberofpages,author,bookEdition,description,title,GoodReadAverageRating,bookformat,NumberofRatings,id
English,320 pages,Steven D. Levitt,Revised and Expanded Edition,These may not sound like typical questions for an economist to ask. But Steven D. Levitt is not a typical economi,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,3.93,Hardcover,551371,1202
English,120 pages,Elie Wiesel,First Printing Edition," is Elie Wiesel's masterpiece, a candid, horrific, and deeply poignant autobiographical account of his survival as a teenager in the Nazi death camps. This new translation by Marion Wiesel, Elie's wife and frequent translator, presents this seminal memoir in the language and spirit truest to the author's original intent. And in a substantive new preface, Elie reflects on the enduring importance of Night and his lifelong, passionate dedication to ensuring that the world never forgets man's capacity for inhumanity to man.",Un di Velt Hot Geshvign,4.3,Paperback,713782,1617
English,384 pages,James Dashner,First Edition,"Outside the towering stone walls that surround the Glade is a limitless, ever-changing ma",The Maze Runner,4.02,Hardcover,789556,6186357
English,288 pages,Jeannette Walls,First edition," is a remarkable memoir of resilience and redemption, and a revelatory look into a family at once deeply dysfunctional and uniquely vibrant. When sober, Jeannette's brilliant and charismatic father captured his children's imagination, teaching them physics, geology, and how to embrace life fearlessly. But when he drank, he was dishonest and destructive. Her mother was a free spirit who abhorred the idea of domesticity and didn't want the responsibility of raising a family.",The Glass Castle,4.24,Paperback,648345,7445
English,409 pages,Jane Austen,Penguin Classics,"Marianne Dashwood wears her heart on her sleeve, and when she falls in love with the dashing but unsuitable John Willoughby she ignores her sister Elinor's warning that her impulsive behaviour leaves her open to gossip and innuendo. Meanwhile Elinor, always sensitive to social convention, is struggling to conceal her own romantic disappointment, even from those closest to her. Through their parallel experience of love—and its threatened loss—the sisters learn that sense must mix with sensibility if they are to find personal happiness in a society where status and money govern the rules of love.",Sense and Sensibility,4.06,Paperback,781882,14935
English,324 pages,Orson Scott Card,Author's Definitive Edition,"Andrew ""Ender"" Wiggin thinks he is playing computer simulated war games; he is, in fact, engaged in something far more desperate. The result of genetic experimentation, Ender may be the military genius Earth desperately needs in a war against an alien enemy seeking to destroy all human life. The only way to find out is to throw Ender into ever harsher training, to chip away and find the diamond inside, or destroy him utterly. Ender Wiggin is six years old when it begins. He will grow up fast.",Ender's Game,4.3,Mass Market Paperback,880040,375802
English,525 pages,Veronica Roth,First Edition,Tris's initiation day should have been marked by celebration,Insurgent,4.07,Hardcover,952961,11735983
English,273 pages,Mary Wollstonecraft Shelley,Penguin Classics," when she was only eighteen. At once a Gothic thriller, a passionate romance, and a cautionary tale about the dangers of science, ","Frankenstein; or, The Modern Prometheus",3.75,Paperback,890830,18490
English,226 pages,Mark Haddon,Vintage Contemporaries,"Although gifted with a superbly logical brain, for fifteen-year-old Christopher everyday interactions and admonishment",The Curious Incident of the Dog in the Night-Time,3.85,Paperback,920911,1618
English,184 pages,E.B. White,Full Color Edition,"Some Pig. Humble. Radiant. These are the words in Charlotte's Web, high up in Zuckerman's barn. Charlotte's spiderweb tells of her feelings for a little pig named Wilbur, who simply wants a friend. They also express the l",Charlotte's Web,4.15,Paperback,1096812,24178
English,756 pages,Stephenie Meyer,First Edition,"To be irrevocably in love with a vampire is both fantasy and nightmare woven into a dangerously heightened reality for Bella Swan. Pulled in one direction by her intense passion for Edward Cullen, and in another by her profound connection to werewolf Jacob Black, she has endured a tumultuous year of temptation, loss, and strife to reach the ultimate turning point. Her imminent choice to either join the dark but seductive world of immortals or to pursue a fully human life has become the thread from which the fates of two tribes hangs.",Breaking Dawn,3.7,Hardcover,1111046,1162543
English,629 pages,Stephenie Meyer,First Edition,"As Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge, Bella once again finds herself surrounded by danger. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob - knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella has one more decision to make: life or death. But which is which?",Eclipse,3.69,Hardcover,1181321,428263
English,563 pages,Stephenie Meyer,First Edition, ,"New Moon (Twilight, #2)",3.52,Hardcover,1203898,49041
English,507 pages,Charlotte Brontë,Penguin Classics,"Orphaned into the household of her Aunt Reed at Gateshead and subject to the cruel regime at Lowood charity school, Jane Eyre nonetheless emerges unbroken in spirit and integrity. She takes up the post of governess at Thornfield, falls in love with Mr. Rochester, and discovers the impediment to their lawful marriage in a story that transcends melodrama to portray a woman's passionate search for a wider and richer life than Victorian society traditionally allowed.",Jane Eyre,4.1,Paperback,1290580,10210
English,489 pages,Charles Dickens,"Penguin, UK / CAN / USA","After eighteen years as a political prisoner in the Bastille, the ageing Doctor Manette is finally released and reunited with his daughter in England. There the lives of two very different men, Charles Darnay, an exiled French aristocrat, and Sydney Carton, a disreputable but brilliant English lawyer, become enmeshed through their love for Lucie Manette. From the tranquil roads of London, they are drawn against their will to the vengeful, bloodstained streets of Paris at the height of the Reign of Terror, and they soon fall under the lethal shadow of La Guillotine.",A Tale of Two Cities,3.81,Paperback,681527,1953
English,206 pages,C.S. Lewis,Film Tie-in Edition,"NARNIA...the land beyond the wardrobe, the secret country known only to Peter, Susan, Edmund, and Lucy...the place where the adventure begins.","The Lion, the Witch and the Wardrobe",4.19,Paperback,1601226,100915
English,377 pages,Rick Riordan,First edition,. ,The Lightning Thief,4.23,Paperback,1430739,28187
English,434 pages,Arthur Golden,Large Print,In ,Memoirs of a Geisha,4.08,Hardcover,1426077,930
English,112 pages,John Steinbeck,Steinbeck Centennial Edition,"The compelling story of two outsiders striving to find their place in an unforgiving world. Drifters in search of work, George and his simple-minded friend Lennie have nothing in the world except each other and a dream--a dream that one day they will have some land of their own. Eventually they find work on a ranch in California’s Salinas Valley, but their hopes are doomed as Lennie, struggling against extreme cruelty, misunderstanding and feelings of jealousy, becomes a victim of his own strength. Tackling universal themes such as the friendship of a shared vision, and giving voice to America’s lonely and dispossessed, ",Of Mice and Men ,3.84,Paperback,1529698,890
English,283 pages,William Shakespeare,New Folger edition,", Shakespeare creates a world of violence and generational conflict in which two young people fall in love and die because of that love. The story is rather extraordinary in that the normal problems faced by young lovers are here so very large. It is not simply that the families of Romeo and Juliet disapprove of the lover's affection for each other; rath",An Excellent conceited Tragedie of Romeo and Juliet,3.74,Mass Market Paperback,1683767,18135
