Language,id,title,GoodReadAverageRating,description,author,NumberofRatings
English,20575446,In Real Life,3.8,But things become a lot more complicated when Anda befriends a gold farmer--a poor Chinese kid whose avatar in the game,Cory Doctorow,17362
English,905885,Be Careful What You Wish For,3.75,"Alexandra Potter is the best-selling author of ELEVEN novels that can be described as romantic comedies with a magical twist. Born in England, she has lived in London, Sydney, Australia and New York and LA, and can currently be found clocking up too many air miles travelling the globe researching ideas for her new book...",Alexandra Potter,13735
English,80672,Double Fudge,3.96,"Fans young and old will laugh out loud at the irrepressible wit of Peter Hatcher, the hilarious antics of mischievous Fudge, and the unbreakable confidence of know-it-all Sheila Tubman in Judy Blume’s five Fudge books. Brand-new covers adorn these perennial favorites, and will entice a whole new generation of Fudge—and Judy Blume—fans.",Judy Blume,18643
English,87632,Ultramarathon Man: Confessions of an All-Night Runner,3.94,"Ultramarathon is Den Karnazes's story: the mind-bogglingadventures of his nonstop treks through the hell of DeathValley, the incomprehensible fridigity of the South Pole, andthe breathtaking beauty of the mountains and canyons of theSierra Nevada. Karnazes captures the euphoria and out-of bodyhighs of these adventures. With insight and candor he alsoreveals how he merges the solitary, manic, self-absorbed lifeof hard-core ultrarunning with a full-time job, a wife, andtwo children, and how running has made him who he is today: aman with an uberjock's body, a teenager's energy, and achampion's wisdom.",Dean Karnazes,12869
English,18007532,An Officer and a Spy,4.14,"Paris in 1895. Alfred Dreyfus, a young Jewish officer, has just been convicted of treason, sentenced to life imprisonment at Devil’s Island, and stripped of his rank in front of a baying crowd of twenty-thousand. Among the witnesses to his humiliation is Georges Picquart, the ambitious, intellectual, recently promoted head of the counterespionage agency that “proved” Dreyfus had passed secrets to the Germans. At first, Picquart firmly believes in Dreyfus’s guilt. But it is not long after Dreyfus is delivered to his desolate prison that Picquart stumbles on information that leads him to suspect that there is still a spy at large in the French military. As evidence of the most malignant deceit mounts and spirals inexorably toward the uppermost levels of government, Picquart is compelled to question not only the case against Dreyfus but also his most deeply held beliefs about his country, and about himself. ",Robert   Harris,14648
English,170651,A Stranger Is Watching,3.91,"Mary Higgins Clark, #1 international and New York Times bestselling author, is the author of 46 books and counting: she’s written thirty-three suspense novels; three collections of short stories; a historical novel, Mount Vernon Love Story; two children’s books, including The Magical Christmas Horse; and a memoir, Kitchen Privileges. She has also written five holiday suspense novels with Carol Hig",Mary Higgins Clark,17227
English,20897517,In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,4.18,"In the late nineteenth century, people were obsessed by one of the last unmapped areas of the globe: the North Pole. No one knew what existed beyond the fortress of ice rimming the northern oceans, although theories abounded. The foremost cartographer in the world, a German named August Petermann, believed that warm currents sustained a verdant island at the top of the world. National glory would fall to whoever could plant his flag upon its shores.",Hampton Sides,13702
"
                  ",8354134,"
                  0375866671
                      ",4.3,As she str,Wendelin Van Draanen,18326
English,18209290,Astonish Me,3.57," is the irresistible story of Joan, a ballerina whose life has been shaped by her relationship with the world-famous dancer Arslan Ruskov, whom she helps defect from the Soviet Union to the United States. While Arslan's career takes off in New York, Joan's slowly declines, ending when she becomes pregnant and decides to marry her longtime admirer, a PhD student named Jacob. As the years pass, Joan settles into her new life in California, teaching dance and watching her son, Harry, become a ballet prodigy himself. But when Harry's success brings him into close contact with Arslan, explosive secrets are revealed that shatter the delicate balance Joan has struck between her past and present.",Maggie Shipstead,13903
English,23719378,Girl Waits with Gun,3.78," Constance Kopp doesn’t quite fit the mold. She towers over most men, has no interest in marriage or domestic affairs, and has been isolated from the world since a family secret sent her and her sisters into hiding fifteen years ago. One day a belligerent and powerful silk factory owner runs down their buggy, and a dispute over damages turns into a war of bricks, bullets, and threats as he unleashes his gang on their family farm. When the sheriff enlists her help in convicting the men, Constance is forced to confront her past and defend her family — and she does it in a way that few women of 1914 would have dared.  ",Amy  Stewart,16621
English,12016,Look to Windward,4.17,"The Twin Novae battle had been one of the last of the Idiran war, one of the most horrific. Desperate to avert defeat, the Idirans had induced not one but two suns to explode, snuffing out worlds & biospheres teeming with sentient life. They were attacks of incredible proportion--gigadeathcrimes. But the war ended & life went on. Now, 800 years later, light from the 1st explosion is about to reach the Masaq' Orbital, home to the Culture's most adventurous & decadent souls. There it will fall upon Masaq's 50 billion inhabitants, gathered to commemorate the deaths of the innocent & to reflect, if only for a moment, on what some call the Culture's own complicity in the terrible event. Also journeying to Masaq' is Major Quilan, an emissary from the war-ravaged world of Chel. In the aftermath of the conflict that split his world apart, most believe he has come to Masaq' to bring home Chel's most brilliant star & self-exiled dissident, the honored Composer Ziller. Ziller claims he will do anything to avoid a meeting with Quilan, who he suspects has come to murder him. But the Major's true assignment will have far greater consequences than the death of a mere political dissident, as part of a conspiracy more ambitious than even he can know--a mission his superiors have buried so deeply in his mind that even he can't remember it. ",Iain M. Banks,16846
English,18296030,Don't Look Back,4.11,"Sam has resurfaced, but she has no recollection of who she was or what happened to her that night. As she tries to piece together her life from before, she realizes it's one she no longer wants any p",Jennifer L. Armentrout,21986
English,682751,Animalia,4.28," have been sold around the world, making Graeme Base’s amazing alliterative alphabet book one of the most beloved titles of the past quarter century. To celebrate thirty years, Abrams is proud to publish a special anniversary edition. ",Graeme Base,19408
English,26154406,The Passenger,3.7,"Forty-eight hours after leaving her husband’s body at the base of the stairs, Tanya Dubois cashes in her credit cards, dyes her hair brown, demands a new name from a shadowy voice over the phone, and flees town. It’s not the first time.",Lisa Lutz,17370
                                  ,17317675,B00CIAZ3IE,4.29,"I'm writing this because you begged. You know how I love the begging. In fact, you probably know too many things and know them far too well. Who am I? Well, that's what I'm trying to figure out. I was a whore in my youth, a killer since my adolescence, and a monster as a man. I am the man who kidnapped Livvie. I am the man who held her in a dark room for weeks. But, most importantly, I am the man she loves. She loves me. It's quite sick, isn't it? Of course, there's more to our story than can be surmised in a few short sentences, but I'm at a loss for justifying my behavior back then. I assume if you're reading this, I don't need to make those justifications. You've already made your own. You're reading this because you want to know about the rest of the story. You want to know what happened that warm summer night in September of 2010, the night I met Livvie at The Paseo. It was the night my life changed all over again. It didn't happen exactly as Livvie said. She's been very kind to me in the retelling of our story. The truth is far more...complicated.",C.J. Roberts,25141
